flexeme_id,inflection_class,lila_id_lemma,lila_id_ipolemma,hasInflectionType
a2669,1,89790,,v1r
a2683,10,89806,,v2r
a2688,146,89811,,v3r
a2688_2,151,,,
a2688_3,152,,,
a2688_4,17,89812,,v4r
a2688_5,18,89812,,v4r
a2688_6,146,89811,,v3r
a2688_7,151,,,
a2688_8,152,,,
a2688_9,17,89812,,v4r
a2688_10,18,89812,,v4r
a2724,1,89853,,v1r
a2727,12,89857,,v1d
a2763,0,89896,,v1r
a2767,153,89900,,v2r
a2773,3,89906,,v3r
a2777,31,89911,,v6r
a2777_2,31,89911,,v6r
a2778,10,89912,,v2r
a2778_sc,11,89913,,v3r
a2806,72,89944,,v1d
a2809,154,89947,,v3r
a2809_2,39,89947,,v3r
a2816,1,89955,,v1r
a2834,1,89974,,v1r
a2888,1,90036,,v1r
a2895,1,90045,,v1r
a2901,0,90052,,v1r
a2912,50,90066,,v3r
a2912_2,50,90066,,v3r
a2918,153,90073,,v2r
a2918_2,153,90073,,v2r
a2919,155,90074,,v3r
a2919_2,155,90074,,v3r
a2920,1,90075,,v1r
a2921,30,90076,,v5r
a2921_2,30,90076,,v5r
a2924,28,90079,,v3r
a2924_2,28,90079,,v3r
a2928,1,90083,,v1r
a2928_2,1,90083,,v1r
a2929,0,90084,,v1r
a2929_2,0,90084,,v1r
a2956,1,90114,,v1r
a2967,156,90127,,v4r
a2971,1,90131,,v1r
a2971_2,1,90131,,v1r
a2978,0,90138,,v1r
a2978_2,0,90138,,v1r
a2980,1,90140,,v1r
a3003,0,90164,,v1r
a3003_2,0,90164,,v1r
a3016,3,90180,,v3r
a3016_2,3,90180,,v3r
a3021,157,90185,,v3r
a3021_2,34,90185,,v3r
a3021_3,157,90185,,v3r
a3021_4,34,90185,,v3r
a3027,0,90191,,v1r
a3028,59,90192,,v3r
a3028_2,59,90192,,v3r
a3028_3,64,90192,,v3r
a3028_4,64,90192,,v3r
a3034,158,90198,,v3r
a3034_2,158,90198,,v3r
a3068,1,90236,,v1r
a3068_2,1,90236,,v1r
a3070,145,90238,,v3r
a3070_2,145,90238,,v3r
a3075,141,90243,,v3r
a3075_2,141,90243,,v3r
a3075_3,141,90243,,v3r
a3075_4,141,90243,,v3r
a3075_5,159,90243,,v3r
a3075_6,159,90243,,v3r
a3083,72,90251,,v1d
a3084,1,90252,,v1r
a3084_2,,90252,,v1r
a3091,119,90262,,v5r
a3091_2,119,90262,,v5r
a3096,1,90267,,v1r
a3096_2,1,90267,,v1r
a3101,1,90273,,v1r
a3101_2,1,90273,,v1r
a3107,39,90279,,v3r
a3107_2,39,90279,,v3r
a3110,0,90284,,v1r
a3110_2,0,90284,,v1r
a3116,72,90292,,v1d
a3116_2,72,90292,,v1d
a3123,0,90300,,v1r
a3123_2,0,90300,,v1r
a3124,3,90301,,v3r
a3124_2,3,90301,,v3r
a3134,160,90312,,v4r
a3134_2,160,90312,,v4r
a3135,72,90313,,v1d
a3135_2,72,90313,,v1d
a3137,121,90315,,v3d
a3137_2,121,90315,,v3d
a3140,161,90320,,v3r
a3140_2,161,90320,,v3r
a3141,124,90321,,v3r
a3141_2,124,90321,,v3r
a3145,17,90325,,v4r
a3145_2,18,90325,,v4r
a3145_3,17,90325,,v4r
a3145_4,18,90325,,v4r
a3147,1,90327,,v1r
a3147_2,1,90327,,v1r
a3154,1,90335,,v1r
a3154_2,1,90335,,v1r
a3155,1,90336,,v1r
a3155_2,1,90336,,v1r
a3156,3,90337,,v3r
a3156_2,3,90337,,v3r
a3156_3,,90337,,v3r
a3156_4,,90337,,v3r
a3157,1,90338,,v1r
a3157_2,1,90338,,v1r
a3159,162,90340,,v2r
a3159_2,162,90340,,v2r
a3160,163,90342,,v3r
a3160_2,163,90342,,v3r
a3162,164,90344,,v1r
a3162_2,164,90344,,v1r
a3168,1,90350,,v1r
a3168_2,1,90350,,v1r
a3169,1,90351,,v1r
a3169_2,1,90351,,v1r
a3170,29,90352,,v1r
a3170_2,29,90352,,v1r
a3171,37,90353,,v4r
a3171_2,165,90353,,v4r
a3171_3,37,90353,,v4r
a3171_4,165,90353,,v4r
a3175,1,90357,,v1r
a3175_2,1,90357,,v1r
a3175_3,1,90357,,v1r
a3175_4,1,90357,,v1r
a3175_5,98,90357,,v1r
a3175_6,98,90357,,v1r
a3177,105,90359,,v5r
a3177_2,105,90359,,v5r
a3183,1,90365,,v1r
a3183_2,1,90365,,v1r
a3184,1,90366,,v1r
a3184_2,1,90366,,v1r
a3186,0,90368,,v2r
a3186_2,0,90368,,v2r
a3187,0,90369,,v1r
a3187_2,0,90369,,v1r
a3188,29,90370,,v1r
a3188_2,29,90370,,v1r
a3190,0,90372,,v1r
a3190_2,0,90372,,v1r
a3191,3,90373,,v3r
a3191_2,3,90373,,v3r
a3192,3,90374,,v3r
a3192_2,3,90374,,v3r
a3192_3,3,90374,,v3r
a3192_4,3,90374,,v3r
a3193,23,90375,,v5r
a3193_2,23,90375,,v5r
a3194,59,90376,,v3r
a3194_2,59,90376,,v3r
a3194_3,64,90376,,v3r
a3194_4,64,90376,,v3r
a3196,16,90378,,v3r
a3196_2,16,90378,,v3r
a3201,1,90383,,v1r
a3201_2,1,90383,,v1r
a3203,0,90385,,v1r
a3203_2,0,90385,,v1r
a3204,49,90386,,v3r
a3204_2,49,90386,,v3r
a3209,39,90391,,v3r
a3209_2,39,90391,,v3r
a3210,166,90392,,v3r
a3210_2,166,90392,,v3r
a3212,105,90394,,v5r
a3212_2,105,90394,,v5r
a3213,0,90395,,v1r
a3213_2,0,90395,,v1r
a3229,167,90412,,v3r
a3229_2,167,90412,,v3r
a3237,1,90421,,v1r
a3237_2,1,90421,,v1r
a3238,39,90422,,v3r
a3238_2,39,90422,,v3r
a3239,168,90423,,v1r
a3239_2,168,90423,,v1r
a3247,1,90432,,v1r
a3247_2,1,90432,,v1r
a3249,122,90434,,v3r
a3249_2,122,90434,,v3r
a3253,3,90439,,v3r
a3253_2,0,90438,,v2r
a3253_3,3,90439,,v3r
a3253_4,0,90438,,v2r
a3255,0,90441,,v1r
a3259,102,90445,,v3r
a3259_2,102,90445,,v3r
a3276,169,90465,,v3r
a3276_2,169,90465,,v3r
a3280,10,90469,,v2r
a3280_2,10,90469,,v2r
a3329,1,90522,,v1r
a3329_2,1,90522,,v1r
a3334,0,90527,,v1r
a3337,1,90530,,v1r
a3337_2,1,90530,,v1r
a3338,1,90531,,v1r
a3338_2,1,90531,,v1r
a3338_3,1,90531,,v1r
a3338_4,1,90531,,v1r
a3338_5,1,90531,,v1r
a3338_6,1,90531,,v1r
a3339,170,90532,,v3r
a3339_2,170,90532,,v3r
a3339_3,,90532,,v3r
a3339_4,,90532,,v3r
a3344,1,90537,,v1r
a3344_2,1,90537,,v1r
a3345,0,90538,,v1r
a3345_2,0,90538,,v1r
a3346,171,90539,,v3r
a3346_2,171,90539,,v3r
a3351,72,90544,,v1d
a3351_2,72,90544,,v1d
a3352,124,90545,,v3r
a3352_2,124,90545,,v3r
a3355,0,90548,,v1r
a3358,0,90551,,v1r
a3358_2,0,90551,,v1r
a3361,44,90554,,v2r
a3361_2,44,90554,,v2r
a3362,172,90555,,v3r
a3362_2,173,90555,,v3r
a3362_3,172,90555,,v3r
a3362_4,173,90555,,v3r
a3363,174,90556,,v3r
a3363_2,174,90556,,v3r
a3365,29,90558,,v1r
a3365_2,29,90558,,v1r
a3366,0,90559,,v1r
a3366_2,0,90559,,v1r
a3368,3,90561,,v3r
a3368_2,3,90561,,v3r
a3369,87,90562,,v2r
a3369_2,87,90562,,v2r
a3370,148,90563,,v1r
a3370_2,148,90563,,v1r
a3372,0,90565,,v2r
a3372_2,0,90565,,v2r
a3373,0,90566,,v2r
a3373_2,0,90566,,v2r
a3376,46,90569,,v3r
a3376_2,46,90569,,v3r
a3378,1,90571,,v1r
a3378_2,1,90571,,v1r
a3378_3,1,90571,,v1r
a3378_4,1,90571,,v1r
a3379,3,90572,,v3r
a3379_2,3,90572,,v3r
a3380,0,90573,,v1r
a3380_2,0,90573,,v1r
a3381,39,90574,,v3r
a3381_2,39,90574,,v3r
a3385,0,90578,,v1r
a3385_2,0,90578,,v1r
a3386,12,90579,,v2d
a3386_2,131,90580,,v3d
a3386_3,12,90579,,v2d
a3386_4,131,90580,,v3d
a3388,1,90582,,v1r
a3388_2,1,90582,,v1r
a3389,175,90583,,v3r
a3389_2,175,90583,,v3r
a3400,3,90596,,v3r
a3406,0,90602,,v1r
a3412,72,90610,,v1d
a3413,0,90611,,v1r
a3416,0,90614,,v1r
a3423,1,90622,,v1r
a3432,1,90632,,v1r
a3437,153,90638,,v2r
a3440,17,90641,,v4r
a3440_2,18,90641,,v4r
a3440_3,7,,,
a3443,29,90644,,v1r
a3448,0,90650,,v2r
a3448_2,0,90650,,v2r
a3450,46,90652,,v3r
a3451,176,90653,,v3r
a3451_2,177,90653,,v3r
a3451_3,177,90653,,v3r
a3455,0,90657,,v1r
a3456,19,90658,,v3r
a3456_2,3,90658,,v3r
a3457,1,90659,,v1r
a3463,72,90665,,v1d
a3463_2,72,90665,,v1d
a3465,0,90667,,v2r
a3465_2,0,90667,,v2r
a3468,94,90670,,v3r
a3468_2,94,90670,,v3r
a3469,178,90671,,v6r
a3469_2,100,90671,,v6r
a3469_3,179,90671,,v6r
a3469_4,,90671,,v6r
a3469_5,,90671,,v6r
a3469_6,,90671,,v6r
a3469_7,,90671,,v6r
a3469_8,,90671,,v6r
a3470,180,90672,,v5r
a3470_2,180,90672,,v5r
a3470_3,180,90672,,v5r
a3471,68,90673,,v2r
a3471_2,,90673,,v2r
a3472,0,90674,,v1r
a3478,0,90680,,v1r
a3490,1,90694,,v1r
a3491,0,90695,,v1r
a3497,3,90704,,v3r
a3497_2,0,90703,,v2r
a3525,1,90736,,v1r
a3527,0,90738,,v1r
a3527_2,1,90738,,v1r
a3540,3,90753,,v3r
a3540_2,3,90753,,v3r
a3566,1,90781,,v1r
a3574,1,90790,,v1r
a3577,0,90793,,v1r
a3577_sc,3,90794,,v3r
a3580,0,90797,,v1r
a3588,1,90805,,v1r
a3588_2,1,90805,,v1r
a3588_3,1,90805,,v1r
a3588_4,1,90805,,v1r
a3588_5,1,90805,,v1r
a3593,1,90811,,v1r
a3593_2,1,90811,,v1r
a3624,3,90851,,v3r
a3627,0,90854,,v1r
a3630,1,90857,,v1r
a3642,1,90872,,v1r
a3657,0,90887,,v1r
a3715,23,90915,,v5r
a3715_2,23,90915,,v5r
a3715_3,181,90915,,v5r
a3716,31,90916,,v6r
a3716_2,31,90916,,v6r
a6471,182,90971,,v3r
a6471_2,3,90971,,v3r
a7005,1,90975,,v1r
a7061,0,90977,,v1r
a7118,3,90980,,v3r
a7990,105,90993,,v5r
a8068,0,90996,,v2r
a8068_2,0,90996,,v2r
a8138,3,91003,,v3r
a8662,0,91016,,v1r
a9041,0,91077,,v2r
a9053,4,91081,,v3r
a9091,154,91082,,v3r
a9091_2,39,91082,,v3r
a9270,10,91118,,v2r
a9271,14,91119,,v3r
a9311,0,91120,,v1r
a9311_2,0,91120,,v1r
a9959,183,91142,,v3r
a9959_2,183,91142,,v3r
a9961,10,91144,,v2r
a9962,1,91145,,v1r
a9967,1,91150,,v1r
a9967_2,1,91150,,v1r
b0022,1,91209,,v1r
b0029,0,91220,,v1r
b0037,0,91230,,v1r
b0037_2,0,91230,,v1r
b0046,0,91239,,v1r
b0046_2,0,91239,,v1r
b0046_3,0,91239,,v1r
b0057,0,91250,,v1r
b0058,17,91251,,v4r
b0058_2,18,91251,,v4r
b0058_3,17,91251,,v4r
b0058_4,18,91251,,v4r
b0061,0,91254,,v1r
b0074,0,91269,,v1r
b0074_2,0,91269,,v1r
b0086,1,91284,,v1r
b0094,53,91292,,v1r
b0112,1,91313,,v1r
b0112_2,1,91313,,v1r
b0112_3,2,91313,,v1r
b0119,0,91323,,v1r
b0126,3,91333,,v3r
b0128,37,91335,,v4r
b0132,0,91339,,v1r
b0146,37,91353,,v4r
b0168,1,91381,,v1r
b0179,0,91392,,v1r
b0191,3,91404,,v3r
b0191_2,3,91404,,v3r
b0191_3,3,91404,,v3r
b0193,0,91407,,v1r
b0203,1,91418,,v1r
b0209,0,91424,,v1r
b0231,0,91446,,v1r
b0234,1,91450,,v1r
b0241,1,91458,,v1r
b0276,12,91495,,v1d
b0278,1,91497,,v1r
b0290,0,91511,,v1r
b0311,36,91532,,v3r
b0367,3,91596,,v3r
b0402,17,91634,,v4r
b0402_2,18,91634,,v4r
b0402_3,17,91634,,v4r
b0402_4,18,91634,,v4r
b0402_5,184,91634,,v4r
b0436,3,91673,,v3r
b0436_2,3,91673,,v3r
b0436_3,3,91673,,v3r
b0440,1,91677,,v1r
b0449,0,91686,,v1r
b0449_2,0,91686,,v1r
b0462,17,91701,,v4r
b0462_2,18,91701,,v4r
b0473,1,91714,,v1r
b0477,1,91718,,v1r
b0477_2,1,91718,,v1r
b0477_3,1,91718,,v1r
b0477_4,1,91718,,v1r
b0479,37,91720,,v4r
b0479_2,37,91720,,v4r
b0513,0,91755,,v1r
b0514,0,91756,,v1r
b0515,37,91757,,v4r
b0515_2,37,91757,,v4r
b0519,0,91761,,v1r
b0539,3,91785,,v3r
b0539_2,0,91784,,v1r
b0539_3,1,91784,,v1r
b0550,37,91796,,v4r
b0550_2,37,91796,,v4r
b0550_3,37,91796,,v4r
b0575,12,91825,,v1d
b0598,12,91850,,v1d
b0629,1,91882,,v1r
b0653,3,91907,,v3r
b0653_2,3,91907,,v3r
b0662,0,91917,,v1r
b0669,1,91925,,v1r
b0672,0,91928,,v1r
b0696,1,91951,,v1r
b0696_2,1,91951,,v1r
b0726,1,91983,,v1r
b0730,3,91987,,v3r
b0731,17,91988,,v4r
b0731_2,18,91988,,v4r
b0733,0,91990,,v1r
b0765,0,92026,,v1r
b0775,37,92038,,v4r
b0793,0,92060,,v1r
b9075,0,92081,,v1r
b9256,4,92087,,v3r
b9257,23,92088,,v5r
b9257_2,,92088,,v5r
b9258,31,92089,,v6r
b9270,26,92091,,v2r
b9515,0,92098,,v1r
c0005,0,92120,,v1r
c0012,0,92127,,v1r
c0017,37,92132,,v4r
c0029,1,92144,,v1r
c0035,0,92151,,v1r
c0036,1,92152,,v1r
c0048,12,92164,,v1d
c0051,1,92167,,v1r
c0055,3,92172,,v3r
c0061,185,92179,,v3r
c0078,1,92201,,v1r
c0078_2,1,92201,,v1r
c0079,0,92202,,v1r
c0081,37,92205,,v4r
c0081_2,37,92205,,v4r
c0083,186,92207,,v3r
c0104,1,92228,,v1r
c0108,187,92234,,v3r
c0108_2,187,92234,,v3r
c0122,12,92248,,v1d
c0122_2,12,92248,,v1d
c0142,0,92268,,v1r
c0142_2,0,92268,,v1r
c0151,0,92278,,v1r
c0155,0,92283,,v1r
c0193,1,92327,,v1r
c0193_2,1,92327,,v1r
c0193_3,188,92327,,v1r
c0200,1,92334,,v1r
c0203,1,92337,,v1r
c0209,0,92343,,v1r
c0214,23,92350,,v5r
c0214_2,23,92350,,v5r
c0214_3,181,92350,,v5r
c0214_4,189,92350,,v5r
c0215,31,92351,,v6r
c0215_2,31,92351,,v6r
c0218,0,92354,,v1r
c0218_2,0,92354,,v1r
c0222,190,92358,,v2r
c0227,1,92363,,v1r
c0227_2,1,92363,,v1r
c0227_3,188,92363,,v1r
c0230,29,92366,,v1r
c0237,0,92375,,v1r
c0240,1,92378,,v1r
c0240_2,1,92378,,v1r
c0250,10,92390,,v2r
c0271,1,92413,,v1r
c0271_2,1,92413,,v1r
c0272,1,92414,,v1r
c0272_2,1,92414,,v1r
c0283,122,92426,,v3r
c0289,0,92432,,v2r
c0289_sc,3,92433,,v3r
c0296,1,92443,,v1r
c0298,1,92445,,v1r
c0299,19,92447,,v3r
c0299_2,180,,,
c0299_3,191,92448,,v4r
c0310,53,92460,,v1r
c0310_2,53,92460,,v1r
c0311,29,92461,,v1r
c0311_2,,92461,,v1r
c0311_3,,92461,,v1r
c0324,1,92474,,v1r
c0335,72,92491,,v1d
c0344,0,92500,,v1r
c0344_2,0,92500,,v1r
c0372,1,92531,,v1r
c0376,29,92535,,v1r
c0376_sc,63,92536,,v3r
c0381,23,92541,,v5r
c0382,31,92542,,v6r
c0386,52,92548,,v3r
c0386_2,10,92547,,v2r
c0388,0,92550,,v1r
c0392,29,92554,,v1r
c0395,0,92559,,v1r
c0400,10,92564,,v2r
c0400_sc,11,92565,,v3r
c0400_sc_2,62,92565,,v3r
c0405,0,92570,,v1r
c0428,123,92600,,v3r
c0428_2,124,92600,,v3r
c0428_3,192,92600,,v3r
c0432,0,92607,,v1r
c0462,29,92641,,v1r
c0464,1,92643,,v1r
c0466,1,92645,,v1r
c0470,37,92649,,v4r
c0481,0,92662,,v1r
c0484,1,92666,,v1r
c0484_2,1,92666,,v1r
c0485,146,92667,,v3r
c0485_2,36,92667,,v3r
c0485_3,147,92667,,v3r
c0485_4,126,92667,,v3r
c0492,3,92676,,v3r
c0492_2,3,92676,,v3r
c0500,23,92686,,v5r
c0500_2,105,92686,,v5r
c0505,1,92691,,v1r
c0545,0,92739,,v1r
c0552,0,92749,,v1r
c0573,29,92772,,v1r
c0580,1,92779,,v1r
c0582,1,92784,,v1r
c0589,0,92792,,v1r
c0601,3,92810,,v3r
c0604,0,92813,,v1r
c0612,0,92822,,v1r
c0627,0,92838,,v1r
c0637,26,92848,,v2r
c0646,1,92857,,v1r
c0660,1,92872,,v1r
c0675,1,92891,,v1r
c0680,3,92896,,v3r
c0680_2,3,92896,,v3r
c0698,4,92916,,v3r
c0698_2,193,,,
c0698_3,194,92915,,v2r
c0698_4,128,92917,,v4r
c0705,0,92924,,v1r
c0705_2,0,92924,,v1r
c0747,3,92973,,v3r
c0757,1,92984,,v1r
c0757_2,1,92984,,v1r
c0758,1,92985,,v1r
c0758_2,1,92985,,v1r
c0770,0,93002,,v1r
c0776,1,93008,,v1r
c0796,1,93033,,v1r
c0816,195,93056,,v3e
c0816_2,195,93056,,v3e
c0836,0,93077,,v1r
c0864,1,93107,,v1r
c0864_2,1,93107,,v1r
c0877,0,93122,,v1r
c0898,1,93144,,v1r
c0905,0,93153,,v1r
c0910,0,93159,,v1r
c0917,31,93166,,v6r
c0921,37,93171,,v4r
c0921_2,37,93171,,v4r
c0943,0,93194,,v1r
c0948,23,93199,,v5r
c0949,196,93200,,v2r
c0954,0,93206,,v1r
c0966,1,93221,,v1r
c0980,1,93236,,v1r
c0987,72,93245,,v1d
c0993,37,93251,,v4r
c1007,12,93265,,v1d
c1009,12,93267,,v1d
c1012,1,93271,,v1r
c1017,1,93279,,v1r
c1019,0,93281,,v1r
c1031,33,93298,,v3r
c1048,3,93318,,v3r
c1049,1,93319,,v1r
c1059,1,93331,,v1r
c1078,1,93353,,v1r
c1101,11,93376,,v3r
c1102,37,93377,,v4r
c1102_2,37,93377,,v4r
c1107,29,93382,,v1r
c1107_2,29,93382,,v1r
c1107_3,29,93382,,v1r
c1108,1,93384,,v1r
c1108_2,1,93384,,v1r
c1108_3,1,93384,,v1r
c1119,197,93395,,v2r
c1119_2,198,93395,,v2r
c1119_3,199,93395,,v2r
c1133,3,93415,,v3r
c1133_2,3,93415,,v3r
c1135,29,93419,,v1r
c1163,1,93450,,v1r
c1169,1,93458,,v1r
c1235,29,93533,,v1r
c1244,200,93546,,v3r
c1244_2,201,93546,,v3r
c1245,11,93547,,v3r
c1246,0,93548,,v1r
c1248,1,93551,,v1r
c1250,1,93554,,v1r
c1269,0,93574,,v1r
c1270,1,93575,,v1r
c1271,3,93576,,v3r
c1271_sc,3,93576,,v3r
c1274,1,93580,,v1r
c1303,1,93611,,v1r
c1320,0,93633,,v2r
c1390,1,93708,,v1r
c1390_2,1,93708,,v1r
c1395,1,93714,,v1r
c1411,1,93733,,v1r
c1411_2,1,93733,,v1r
c1430,202,93756,,v3r
c1511,0,93851,,v1r
c1512,0,93852,,v1r
c1535,133,93878,,v3r
c1574,1,93923,,v1r
c1579,1,93930,,v1r
c1599,0,93951,,v1r
c1604,203,93957,,v2r
c1604_2,17,93958,,v4r
c1613,3,93968,,v3r
c1625,0,93980,,v1r
c1645,3,94004,,v3r
c1651,16,94012,,v3r
c1677,1,94044,,v1r
c1682,0,94049,,v1r
c1686,29,94054,,v1r
c1693,1,94063,,v1r
c1697,0,94068,,v1r
c1698,14,94069,,v3r
c1698_2,14,94069,,v3r
c1699,0,94070,,v1r
c1700,204,94071,,v4r
c1701,131,94072,,v3d
c1702,37,94073,,v4r
c1703,29,94074,,v1r
c1704,105,94075,,v5r
c1704_2,105,94075,,v5r
c1705,3,94076,,v3r
c1705_2,3,94076,,v3r
c1707,179,94078,,v6r
c1707_2,,94078,,v6r
c1707_3,,94078,,v6r
c1708,0,94079,,v1r
c1712,34,94083,,v3r
c1714,16,94085,,v3r
c1719,0,94090,,v1r
c1724,0,94095,,v1r
c1725,3,94096,,v3r
c1725_2,28,94096,,v3r
c1727,3,94098,,v3r
c1729,0,94100,,v1r
c1730,3,94101,,v3r
c1732,29,94103,,v1r
c1734,205,94105,,v1r
c1734_2,205,94105,,v1r
c1735,0,94106,,v2r
c1736,1,94107,,v1r
c1737,4,94108,,v3r
c1741,7,94112,,v6r
c1741_2,8,94112,,v6r
c1741_3,9,94112,,v6r
c1741_4,7,94112,,v6r
c1741_5,8,94112,,v6r
c1741_6,9,94112,,v6r
c1742,0,94113,,v1r
c1743,0,94114,,v1r
c1744,206,94115,,v4r
c1745,99,94116,,v6r
c1745_2,,94116,,v6r
c1746,207,94117,,v3r
c1747,3,94118,,v3r
c1748,0,94119,,v1r
c1749,0,94120,,v1r
c1750,103,94121,,v3r
c1753,0,94124,,v1r
c1754,208,94125,,v3r
c1756,209,94127,,v5r
c1758,1,94129,,v1r
c1762,52,94133,,v3r
c1763,0,94134,,v1r
c1764,37,94135,,v4r
c1765,43,94136,,v2r
c1768,1,94139,,v1r
c1769,3,94140,,v3r
c1771,0,94142,,v1r
c1772,1,94143,,v1r
c1773,136,94144,,v5d
c1774,0,94145,,v1r
c1777,0,94148,,v2r
c1778,13,94149,,v5r
c1781,105,94152,,v5r
c1782,12,94153,,v1d
c1785,131,94156,,v3d
c1786,3,94157,,v3r
c1787,0,94158,,v1r
c1792,0,94163,,v1r
c1794,3,94166,,v3r
c1794_2,0,94165,,v1r
c1795,3,94167,,v3r
c1797,1,94169,,v1r
c1798,120,94170,,v3r
c1798_2,210,,,
c1798_3,211,94171,,v4r
c1802,121,94175,,v3d
c1803,0,94176,,v2r
c1804,3,94177,,v3r
c1805,1,94178,,v1r
c1808,29,94181,,v1r
c1809,37,94183,,v4r
c1810,212,94184,,v3r
c1811,85,94185,,v3r
c1812,0,94186,,v2r
c1813,37,94187,,v4r
c1814,0,94188,,v2r
c1815,17,94189,,v4r
c1815_2,18,94189,,v4r
c1815_3,17,94189,,v4r
c1815_4,18,94189,,v4r
c1819,29,94193,,v1r
c1820,0,94194,,v1r
c1821,130,94195,,v3r
c1822,1,94196,,v1r
c1823,3,94197,,v3r
c1826,213,94200,,v4r
c1828,0,94202,,v2r
c1831,3,94205,,v3r
c1832,130,94207,,v3r
c1833,1,94208,,v1r
c1834,0,94209,,v1r
c1835,138,94210,,v3r
c1838,0,94213,,v1r
c1839,0,94214,,v1r
c1840,1,94215,,v1r
c1842,28,94217,,v3r
c1844,99,94219,,v6r
c1844_2,,94219,,v6r
c1844_3,90,94219,,v6r
c1845,17,94220,,v4r
c1845_2,18,94220,,v4r
c1846,28,94221,,v3r
c1847,0,94222,,v1r
c1848,0,94223,,v1r
c1849,3,94224,,v3r
c1850,128,94225,,v4r
c1850_2,128,94225,,v4r
c1851,37,94226,,v4r
c1853,142,94228,,v3r
c1854,164,94229,,v1r
c1855,3,94230,,v3r
c1856,158,94231,,v3r
c1859,214,94234,,v1r
c1861,215,94236,,v2r
c1861_2,163,94237,,v3r
c1861_3,162,94236,,v2r
c1862,0,94238,,v1r
c1863,3,94239,,v3r
c1865,29,94241,,v1r
c1866,37,94242,,v4r
c1867,216,94244,,v3r
c1867_2,217,94243,,v1r
c1867_3,139,94243,,v1r
c1869,3,94246,,v3r
c1870,109,94247,,v1r
c1875,1,94252,,v1r
c1877,3,94254,,v3r
c1877_2,3,94254,,v3r
c1878,119,94255,,v5r
c1879,0,94256,,v1r
c1880,0,94257,,v1r
c1881,0,94258,,v1r
c1883,1,94260,,v1r
c1888,122,94265,,v3r
c1890,107,94267,,v3r
c1891,169,94268,,v3r
c1892,0,94269,,v2r
c1893,0,94270,,v1r
c1894,3,94271,,v3r
c1896,150,94273,,v3r
c1897,170,94274,,v3r
c1898,10,94275,,v2r
c1899,0,94276,,v2r
c1900,0,94277,,v1r
c1901,3,94278,,v3r
c1903,37,94281,,v4r
c1904,3,94282,,v3r
c1905,40,94283,,v1r
c1907,0,94285,,v2r
c1908,3,94286,,v3r
c1909,12,94287,,v2d
c1910,175,94288,,v3r
c1911,218,94289,,v3r
c1912,12,94290,,v1d
c1914,1,94292,,v1r
c1916,12,94294,,v1d
c1917,1,94296,,v1r
c1918,219,94297,,v3d
c1920,0,94299,,v1r
c1921,76,94300,,v4r
c1925,220,94304,,v3r
c1927,12,94306,,v1d
c1928,94,94307,,v3r
c1928_2,94,94307,,v3r
c1929,37,94308,,v4r
c1930,92,94309,,v4r
c1931,3,94310,,v3r
c1933,3,94312,,v3r
c1934,1,94313,,v1r
c1935,1,94314,,v1r
c1936,39,94315,,v3r
c1938,12,94317,,v1d
c1986,0,94372,,v1r
c1991,1,94378,,v1r
c2018,1,94410,,v1r
c2019,1,94411,,v1r
c2027,3,94419,,v3r
c2030,10,94422,,v2r
c2030_sc,11,94423,,v3r
c2031,0,94424,,v1r
c2033,0,94426,,v1r
c2037,0,94430,,v1r
c2037_2,0,94430,,v1r
c2038,1,94431,,v1r
c2044,1,94437,,v1r
c2054,0,94451,,v1r
c2054_2,0,94451,,v1r
c2058,221,94459,,v3r
c2058_2,222,94457,,v2r
c2058_3,3,94459,,v3r
c2060,1,94461,,v1r
c2060_2,1,94461,,v1r
c2072,1,94473,,v1r
c2089,4,94490,,v3r
c2092,0,94493,,v1r
c2097,3,94498,,v3r
c2115,3,94516,,v3r
c2117,53,94519,,v1r
c2121,0,94523,,v1r
c2121_2,0,94523,,v1r
c2137,0,94542,,v1r
c2139,0,94544,,v1r
c2140,12,94545,,v1d
c2143,0,94548,,v1r
c2145,3,94552,,v3r
c2145_2,0,94551,,v2r
c2160,0,94568,,v1r
c2162,0,94570,,v1r
c2176,1,94585,,v1r
c2177,11,94586,,v3r
c2185,0,94595,,v1r
c2189,3,94599,,v3r
c2191,0,94601,,v1r
c2192,3,94602,,v3r
c2193,0,94603,,v1r
c2196,1,94606,,v1r
c2198,1,94608,,v1r
c2199,0,94609,,v1r
c2201,1,94611,,v1r
c2202,1,94612,,v1r
c2206,0,94617,,v1r
c2209,0,94620,,v1r
c2210,1,94621,,v1r
c2212,1,94623,,v1r
c2217,1,94628,,v1r
c2217_2,1,94628,,v1r
c2217_3,,94628,,v1r
c2219,202,94630,,v3r
c2219_2,11,94630,,v3r
c2219_3,3,94630,,v3r
c2222,0,94633,,v1r
c2224,1,94635,,v1r
c2224_2,1,94635,,v1r
c2228,1,94639,,v1r
c2229,39,94640,,v3r
c2232,1,94643,,v1r
c2234,0,94645,,v1r
c2235,1,94646,,v1r
c2235_2,1,94646,,v1r
c2238,17,94649,,v4r
c2238_2,18,94649,,v4r
c2238_3,17,94649,,v4r
c2238_4,18,94649,,v4r
c2238_5,223,94649,,v4r
c2238_6,224,94649,,v4r
c2240,1,94651,,v1r
c2240_2,1,94651,,v1r
c2241,0,94652,,v1r
c2241_2,0,94652,,v1r
c2262,72,94676,,v1d
c2268,225,94682,,v3r
