flexeme_id,inflection_class,lila_id_lemma,lila_id_ipolemma,hasInflectionType
i1366,36,107451,,v3r
i1366_2,154,107451,,v3r
i1366_3,39,107451,,v3r
i1367,0,107452,,v2r
i1368,11,107453,,v3r
i1369,1,107454,,v1r
i1372,0,107457,,v1r
i1383,1,107470,,v1r
i1408,75,107495,,v5d
i1421,7,107508,,v6r
i1421_2,8,107508,,v6r
i1421_3,9,107508,,v6r
i1423,37,107510,,v4r
i1428,0,107515,,v1r
i1431,1,107519,,v1r
i1433,1,107521,,v1r
i1439,1,107528,,v1r
i1503,0,107592,,v1r
i1503_2,0,107592,,v1r
i1509,1,107600,,v1r
i1517,0,107610,,v1r
i1522,1,107616,,v1r
i1527,0,107623,,v1r
i1534,0,107632,,v1r
i1534_2,0,107632,,v1r
i1538,1,107636,,v1r
i1541,156,107639,,v4r
i1541_2,387,107639,,v4r
i1541_3,252,107639,,v4r
i1541_4,92,107639,,v4r
i1541_5,156,107639,,v4r
i1541_6,387,107639,,v4r
i1541_7,252,107639,,v4r
i1541_8,92,107639,,v4r
i1541_9,159,107639,,v4r
i1544,1,107643,,v1r
i1548,99,107649,,v6r
i1548_2,253,107649,,v6r
i1548_3,,107649,,v6r
i1552,23,107653,,v5r
i1553,10,107654,,v2r
i1553_2,,107654,,v2r
i1553_sc,11,107655,,v3r
i1557,1,107660,,v1r
i1559,1,107662,,v1r
i1562,56,107665,,v5r
i1563,3,107666,,v3r
i1567,101,107670,,v3r
i1567_2,254,107670,,v3r
i1572,1,107675,,v1r
i1574,35,107677,,v3r
i1575,3,107678,,v3r
i1584,1,107690,,v1r
i1586,31,107693,,v6r
i1587,12,107694,,v2d
i1595,72,107702,,v1d
i1595_2,72,107702,,v1d
i1596,0,107703,,v1r
i1598,0,107705,,v1r
i1602,1,107709,,v1r
i1607,103,107714,,v3r
i1613,16,107720,,v3r
i1614,1,107721,,v1r
i1615,11,107722,,v3r
i1617,388,107724,,v3r
i1620,209,107727,,v5r
i1628,1,107735,,v1r
i1629,1,107736,,v1r
i1640,52,107748,,v3r
i1642,3,107750,,v3r
i1644,1,107753,,v1r
i1648,109,107757,,v1r
i1648_2,110,107757,,v1r
i1649,1,107758,,v1r
i1649_2,1,107758,,v1r
i1649_3,127,107758,,v1r
i1650,182,107759,,v3r
i1651,1,107760,,v1r
i1652,244,107761,,v3r
i1653,1,107762,,v1r
i1662,1,107771,,v1r
i1667,252,107776,,v4r
i1668,115,107777,,v2r
i1670,1,107779,,v1r
i1671,111,107780,,v3r
i1672,1,107781,,v1r
i1676,11,107785,,v3r
i1676_2,62,107785,,v3r
i1678,1,107787,,v1r
i1679,3,107788,,v3r
i1680,3,107789,,v3r
i1681,1,107790,,v1r
i1683,1,107792,,v1r
i1692,97,107802,,v3r
i1695,371,107805,,v3r
i1696,1,107806,,v1r
i1699,37,107809,,v4r
i1699_2,37,107809,,v4r
i1702,11,107812,,v3r
i1708,3,107818,,v3r
i1708_2,3,107818,,v3r
i1709,0,107819,,v1r
i1711,1,107821,,v1r
i1712,75,107822,,v5d
i1712_2,136,107822,,v5d
i1714,19,107824,,v3r
i1719,1,107830,,v1r
i1721,0,107832,,v1r
i1727,1,107838,,v1r
i1728,389,107839,,v2r
i1729,1,107840,,v1r
i1730,0,107841,,v1r
i1732,26,107843,,v2r
i1734,0,107845,,v1r
i1735,1,107846,,v1r
i1736,3,107847,,v3r
i1739,1,107850,,v1r
i1746,0,107858,,v1r
i1747,10,107859,,v2r
i1747_sc,11,107860,,v3r
i1748,72,107861,,v1d
i1757,0,107871,,v1r
i1759,105,107873,,v5r
i1759_2,13,107873,,v5r
i1759_3,56,107873,,v5r
i1759_4,390,107873,,v5r
i1763,1,107877,,v1r
i1764,15,107878,,v3r
i1766,1,107880,,v1r
i1781,0,107895,,v1r
i1788,1,107902,,v1r
i1790,0,107904,,v1r
i1797,16,107911,,v3r
i1800,1,107915,,v1r
i1803,29,107918,,v1r
i1808,3,107924,,v3r
i1812,114,107928,,v3d
i1813,1,107929,,v1r
i1815,0,107931,,v1r
i1816,89,107932,,v3r
i1818,0,107934,,v1r
i1819,0,107935,,v1r
i1820,51,107936,,v3d
i1820_2,90,107936,,v3d
i1821,1,107937,,v1r
i1826,1,107942,,v1r
i1830,11,107946,,v3r
i1830_2,62,107946,,v3r
i1833,1,107949,,v1r
i1835,1,107951,,v1r
i1839,0,107956,,v1r
i1842,391,107959,,v3r
i1851,19,107969,,v3r
i1854,17,107973,,v4r
i1854_2,18,107973,,v4r
i1856,12,107975,,v1d
i1859,37,107978,,v4r
i1872,1,107991,,v1r
i1875,1,107994,,v1r
i1876,1,107995,,v1r
i1877,1,107996,,v1r
i1882,392,108001,,v3r
i1885,1,108004,,v1r
i1886,72,108005,,v1d
i1908,0,108027,,v1r
i1909,0,108028,,v1r
i1914,210,108033,,v6
i1919,1,108039,,v1r
i1926,1,108048,,v1r
i1926_2,1,108048,,v1r
i1927,3,108049,,v3r
i1928,3,108050,,v3r
i1928_2,65,108050,,v3r
i1928_3,64,108050,,v3r
i1933,156,108055,,v4r
i1933_2,92,108055,,v4r
i1933_3,156,108055,,v4r
i1933_4,92,108055,,v4r
i1935,37,108057,,v4r
i1941,17,108063,,v4r
i1941_2,18,108063,,v4r
i1944,0,108066,,v1r
i1945,37,108067,,v4r
i1955,4,108077,,v3r
i1956,34,108078,,v3r
i1959,3,108081,,v3r
i1965,158,108087,,v3r
i1965_2,158,108087,,v3r
i1965_3,393,108087,,v3r
i1970,12,108092,,v1d
i1973,110,108095,,v1r
i1973_2,0,108095,,v1r
i1974,50,108096,,v3r
i1974_2,394,108096,,v3r
i1977,1,108100,,v1r
i1986,1,108109,,v1r
i1987,11,108110,,v3r
i1987_2,62,108110,,v3r
i1998,121,108121,,v3d
i2001,161,108124,,v3r
i2002,124,108125,,v3r
i2003,395,108126,,v3r
i2007,1,108130,,v1r
i2008,17,108131,,v4r
i2008_2,18,108131,,v4r
i2009,1,108132,,v1r
i2011,1,108134,,v1r
i2016,162,108141,,v2r
i2016_2,37,108142,,v4r
i2016_3,396,108142,,v4r
i2020,1,108147,,v1r
i2022,163,108149,,v3r
i2022_2,19,108149,,v3r
i2026,17,108155,,v4r
i2026_2,18,108155,,v4r
i2026_3,,108155,,v4r
i2030,156,108158,,v4r
i2030_2,302,108158,,v4r
i2030_3,67,108158,,v4r
i2031,1,108159,,v1r
i2031_2,1,108159,,v1r
i2031_3,98,108159,,v1r
i2039,1,108167,,v1r
i2042,304,108171,,v5r
i2042_2,40,108170,,v1r
i2042_3,0,108170,,v1r
i2043,216,108172,,v3r
i2054,3,108184,,v3r
i2058,1,108188,,v1r
i2069,148,108200,,v1r
i2075,11,108206,,v3r
i2076,0,108207,,v1r
i2084,1,108215,,v1r
i2090,141,108221,,v3r
i2090_2,141,108221,,v3r
i2090_3,159,108221,,v3r
i2093,119,108224,,v5r
i2095,1,108226,,v1r
i2100,1,108231,,v1r
i2101,1,108232,,v1r
i2103,0,108234,,v1r
i2104,39,108235,,v3r
i2105,1,108236,,v1r
i2106,1,108237,,v1r
i2107,37,108238,,v4r
i2115,1,108246,,v1r
i2116,1,108247,,v1r
i2117,167,108248,,v3r
i2122,1,108253,,v1r
i2124,1,108255,,v1r
i2126,1,108257,,v1r
i2128,288,108259,,v3r
i2129,1,108260,,v1r
i2130,72,108261,,v1d
i2136,39,108268,,v3r
i2136_2,98,108268,,v3r
i2136_3,,108268,,v3r
i2140,265,108272,,v1r
i2143,0,108275,,v1r
i2144,122,108276,,v3r
i2145,19,108278,,v3r
i2145_2,45,108277,,v2r
i2146,102,108279,,v3r
i2151,169,108284,,v3r
i2163,0,108296,,v1r
i2166,1,108299,,v1r
i2166_2,1,108299,,v1r
i2167,29,108300,,v1r
i2168,23,108301,,v5r
i2169,59,108302,,v3r
i2169_2,316,108302,,v3r
i2174,1,108307,,v1r
i2181,0,108315,,v1r
i2190,1,108324,,v1r
i2191,47,108325,,v6r
i2193,49,108327,,v3r
i2193_2,50,108327,,v3r
i2195,39,108329,,v3r
i2200,166,108335,,v3r
i2206,1,108341,,v1r
i2207,11,108342,,v3r
i2211,0,108347,,v1r
i2212,1,108348,,v1r
i2215,16,108351,,v3r
i2216,3,108352,,v3r
i2220,1,108356,,v1r
i2231,16,108367,,v3r
i2231_2,118,108367,,v3r
i2231_3,155,108367,,v3r
i2231_4,232,108367,,v3r
i2233,0,108369,,v1r
i2245,318,108382,,v3r
i2245_2,397,108382,,v3r
i2245_3,170,108382,,v3r
i2246,1,108383,,v1r
i2247,0,108384,,v1r
i2252,1,108389,,v1r
i2252_2,1,108389,,v1r
i2253,10,108390,,v2r
i2253_sc,11,108391,,v3r
i2256,0,108395,,v1r
i2257,0,108396,,v1r
i2264,3,108405,,v3r
i2266,3,108407,,v3r
i2267,3,108408,,v3r
i2268,69,108409,,v4d
i2272,1,108413,,v1r
i2272_2,0,108413,,v1r
i2273,1,108414,,v1r
i2273_2,1,108414,,v1r
i2274,53,108415,,v1r
i2278,33,108419,,v3r
i2283,19,108424,,v3r
i2284,34,108425,,v3r
i2286,3,108427,,v3r
i2287,398,108428,,v5r
i2287_2,56,108428,,v5r
i2290,0,108431,,v1r
i2292,28,108433,,v3r
i2294,61,108435,,v3r
i2295,1,108436,,v1r
i2300,4,108441,,v3r
i2307,0,108448,,v1r
i2307_2,205,108448,,v1r
i2317,7,108458,,v6r
i2317_2,8,108458,,v6r
i2317_3,9,108458,,v6r
i2318,1,108459,,v1r
i2319,0,108460,,v1r
i2329,56,108471,,v5r
i2331,31,108473,,v6r
i2332,1,108474,,v1r
i2333,208,108475,,v3r
i2335,209,108478,,v5r
i2336,72,108479,,v1d
i2337,3,108480,,v3r
i2338,244,108481,,v3r
i2339,180,108482,,v5r
i2340,115,108483,,v2r
i2341,111,108484,,v3r
i2342,3,108485,,v3r
i2344,17,108487,,v4r
i2344_2,18,108487,,v4r
i2346,3,108489,,v3r
i2348,0,108491,,v1r
i2349,10,108492,,v2r
i2353,398,108496,,v5r
i2353_2,13,108496,,v5r
i2357,225,108500,,v3r
i2357_2,39,108500,,v3r
i2357_3,73,108500,,v3r
i2357_4,399,108500,,v3r
i2360,16,108503,,v3r
i2362,117,108505,,v3d
i2363,0,108506,,v2r
i2364,0,108507,,v1r
i2366,16,108509,,v3r
i2367,28,108510,,v3r
i2368,1,108511,,v1r
i2370,120,108513,,v3r
i2373,121,108516,,v3d
i2375,41,108518,,v2r
i2376,1,108519,,v1r
i2377,3,108520,,v3r
i2380,19,108523,,v3r
i2382,41,108525,,v2r
i2383,0,108526,,v1r
i2386,1,108530,,v1r
i2388,29,108532,,v1r
i2388_2,40,108532,,v1r
i2391,72,108535,,v1d
i2393,83,108538,,v2r
i2395,85,108540,,v3r
i2397,375,108542,,v5d
i2398,0,108543,,v2r
i2401,1,108546,,v1r
i2402,114,108547,,v3d
i2404,0,108549,,v1r
i2410,1,108555,,v1r
i2410_2,256,108555,,v1r
i2411,3,108556,,v3r
i2412,1,108557,,v1r
i2413,0,108558,,v1r
i2414,10,108559,,v2r
i2417,59,108562,,v3r
i2417_2,64,108562,,v3r
i2419,0,108564,,v1r
i2422,171,108571,,v3r
i2426,0,108575,,v2r
i2427,37,108576,,v4r
i2431,1,108580,,v1r
i2433,0,108582,,v1r
i2440,1,108590,,v1r
i2441,138,108591,,v3r
i2452,1,108603,,v1r
i2452_2,1,108603,,v1r
i2453,149,108604,,v3r
i2455,16,108606,,v3r
i2456,0,108607,,v1r
i2457,1,108608,,v1r
i2458,344,108609,,v3r
i2459,28,108610,,v3r
i2465,0,108616,,v1r
i2476,1,108627,,v1r
i2477,32,108628,,v3r
i2480,128,108631,,v4r
i2480_2,128,108631,,v4r
i2484,0,108635,,v2r
i2485,35,108636,,v3r
i2486,158,108637,,v3r
i2487,110,108638,,v1r
i2489,1,108640,,v1r
i2490,161,108641,,v3r
i2491,124,108642,,v3r
i2493,216,108644,,v3r
i2494,40,108645,,v1r
i2496,141,108647,,v3r
i2498,0,108649,,v1r
i2499,167,108650,,v3r
i2502,288,108653,,v3r
i2506,217,108657,,v1r
i2506_2,139,108657,,v1r
i2507,3,108658,,v3r
i2508,102,108659,,v3r
i2509,169,108660,,v3r
i2510,47,108661,,v6r
i2511,0,108662,,v1r
i2512,124,108663,,v3r
i2514,46,108665,,v3r
i2518,29,108669,,v1r
i2523,29,108675,,v1r
i2524,218,108676,,v3r
i2525,1,108677,,v1r
i2526,93,108678,,v3r
i2527,176,108679,,v3r
i2527_2,177,108679,,v3r
i2529,76,108681,,v4r
i2534,72,108686,,v1d
i2536,103,108688,,v3r
i2536_2,94,108688,,v3r
i2536_3,94,108688,,v3r
i2538,0,108690,,v1r
i2539,0,108691,,v1r
i2540,0,108692,,v2r
i2541,275,108693,,v3r
i2544,29,108696,,v1r
i2545,1,108697,,v1r
i2546,122,108698,,v3r
i2552,124,108707,,v3r
i2557,1,108712,,v1r
i2560,16,108715,,v3r
i2560_2,288,108715,,v3r
i2562,29,108717,,v1r
i2565,0,108720,,v1r
i2566,3,108721,,v3r
i2567,87,108722,,v2r
i2568,1,108723,,v1r
i2568_2,109,108723,,v1r
i2569,271,108724,,v2r
i2577,46,108733,,v3r
i2585,52,108741,,v3r
i2589,39,108745,,v3r
i2591,1,108747,,v1r
i2594,37,108750,,v4r
i2596,0,108752,,v1r
i2596_2,1,108752,,v1r
i2597,400,108753,,v3r
i2606,136,108760,,v5d
i2609,0,108762,,v1r
i2610,50,108763,,v3r
i2612,401,108765,,v3r
i2614,119,108766,,v5r
i2615,3,108767,,v3r
i2620,272,108775,,v3r
i2620_2,12,108773,,v2d
i2620_3,236,108773,,v2d
i2620_4,273,108774,,v3d
i2622,11,108777,,v3r
i2622_2,62,108777,,v3r
i2624,3,108779,,v3r
i2627,3,108782,,v3r
i2630,28,108786,,v3r
i2630_2,0,108785,,v1r
i2631,10,108787,,v2r
i2637,0,108793,,v1r
i2638,0,108794,,v1r
i2644,46,108801,,v3r
i2649,76,108806,,v4r
i2659,3,108817,,v3r
i2662,0,108820,,v1r
i2665,94,108823,,v3r
i2665_2,94,108823,,v3r
i2666,3,108824,,v3r
i2671,1,108829,,v1r
i2672,17,108830,,v4r
i2672_2,18,108830,,v4r
i2674,63,108832,,v3r
i2674_2,3,108832,,v3r
i2678,1,108836,,v1r
i2683,402,108841,,v2r
i2683_2,87,108841,,v2r
i2687,1,108845,,v1r
i2688,11,108846,,v3r
i2689,0,108847,,v1r
i2689_2,0,108847,,v1r
i2693,0,108851,,v1r
i2696,1,108854,,v1r
i2698,1,108856,,v1r
i2701,0,108859,,v1r
i2702,275,108860,,v3r
i2713,1,108871,,v1r
i2718,0,108877,,v1r
i2719,403,108878,,v3d
i2723,1,108882,,v1r
i2724,0,108883,,v1r
i2724_2,0,108883,,v1r
i2725,1,108884,,v1r
i2728,1,108888,,v1r
i2729,16,108889,,v3r
i2729_2,288,108889,,v3r
i2733,1,108893,,v1r
i2734,1,108894,,v1r
i2735,0,108895,,v1r
i2735_2,1,108895,,v1r
i2741,39,108900,,v3r
i2743,53,108902,,v1r
i2746,0,108905,,v2r
i2746_2,115,108905,,v2r
i2747,0,108907,,v1r
i2748,97,108908,,v3r
i2754,1,108914,,v1r
i2754_2,1,108914,,v1r
i2754_3,127,108914,,v1r
i2763,1,108924,,v1r
i2770,1,108933,,v1r
i2788,12,108953,,v1d
i2788_sc,3,108955,,v3r
i2797,0,108965,,v1r
i2797_2,0,108965,,v1r
i2802,1,108970,,v1r
i2802_2,1,108970,,v1r
i2803,28,108971,,v3r
i2803_2,28,108971,,v3r
i2808,404,108976,,v3r
i2808_2,404,108976,,v3r
i2841,4,109009,,v3r
i2841_2,4,109009,,v3r
i2847,1,109015,,v1r
i2847_2,1,109015,,v1r
i2858,17,109026,,v4r
i2858_2,18,109026,,v4r
i2858_3,17,109026,,v4r
i2858_4,18,109026,,v4r
i2868,28,109037,,v3r
i2868_2,153,109036,,v2r
i2868_3,28,109037,,v3r
i2868_4,153,109036,,v2r
i2873,1,109043,,v1r
i2873_2,1,109043,,v1r
i2887,1,109057,,v1r
i2887_2,1,109057,,v1r
i2889,63,109060,,v3r
i2889_2,63,109060,,v3r
i2891,1,109062,,v1r
i2891_2,1,109062,,v1r
i2893,1,109064,,v1r
i2893_2,1,109064,,v1r
i2894,0,109065,,v1r
i2894_2,0,109065,,v1r
i2895,11,109066,,v3r
i2895_2,11,109066,,v3r
i2896,37,109067,,v4r
i2897,0,109068,,v1r
i2897_2,0,109068,,v1r
i2898,1,109069,,v1r
i2898_2,1,109069,,v1r
i2900,211,109071,,v4r
i2900_2,211,109071,,v4r
i2901,1,109072,,v1r
i2901_2,1,109072,,v1r
i2905,1,109076,,v1r
i2905_2,1,109076,,v1r
i2905_3,1,109076,,v1r
i2905_4,1,109076,,v1r
i2905_5,98,109076,,v1r
i2905_6,98,109076,,v1r
i2906,32,109077,,v3r
i2906_2,32,109077,,v3r
i2907,21,109078,,v3r
i2907_2,21,109078,,v3r
i2909,29,109080,,v1r
i2909_2,29,109080,,v1r
i2966,1,109137,,v1r
i2971,12,109143,,v1d
i2973,0,109145,,v1r
i2974,29,109146,,v1r
i2980,0,109152,,v2r
i2980_2,0,109152,,v2r
i2980_3,0,109152,,v2r
i2980_4,,109152,,v2r
i2980_5,177,109152,,v2r
i2980_6,369,109152,,v2r
i2980_7,177,109152,,v2r
i2983,1,109154,,v1r
i2988,1,109159,,v1r
i2988_2,1,109159,,v1r
i2999,1,109171,,v1r
i2999_2,1,109171,,v1r
i3013,0,109187,,v1r
i3015,1,109190,,v1r
i3016,3,109191,,v3r
i3016_2,105,109191,,v3r
i3016_3,3,109191,,v3r
i3023,1,109198,,v1r
i3026,1,109203,,v1r
i3044,16,109224,,v3r
i3057,0,109236,,v1r
i3060,1,109240,,v1r
i3060_2,1,109240,,v1r
i3067,1,109249,,v1r
i3067_2,1,109249,,v1r
i3086,53,109267,,v1r
i3096,3,109280,,v3r
i3097,10,109281,,v2r
i3097_sc,11,109282,,v3r
i3104,12,109290,,v1d
i3107,0,109292,,v1r
i3110,1,109294,,v1r
i3110_2,79,109294,,v1r
i3110_3,80,109294,,v1r
i3116,31,109301,,v6r
i3117,31,109302,,v6r
i3118,31,109303,,v6r
i3119,31,109304,,v6r
i3121,3,109307,,v3r
i3121_2,1,109306,,v1r
i3139,37,109326,,v4r
i3178,29,109366,,v1r
i6081,1,109425,,v1r
i7042,105,109427,,v5r
i7889,1,109443,,v1r
i7889_2,1,109443,,v1r
i8955,4,109457,,v3r
i9021,0,109459,,v2r
i9340,0,109467,,v1r
i9462,0,109470,,v1r
i9462_2,0,109470,,v1r
i9546,1,109471,,v1r
i9546_2,1,109471,,v1r
i9920,405,109579,,v3r
i9920_2,,109579,,v3r
i9921,205,109580,,v1r
i9922,3,109581,,v3r
i9922_2,4,109581,,v3r
i9923,99,109582,,v6r
i9923_2,,109582,,v6r
i9924,7,109583,,v6r
i9924_2,8,109583,,v6r
i9924_3,9,109583,,v6r
i9925,85,109585,,v3r
i9925_2,0,109584,,v1r
i9926,0,109586,,v1r
i9927,1,109587,,v1r
i9929,11,109589,,v3r
i9929_2,62,109589,,v3r
i9930,11,109590,,v3r
i9930_2,62,109590,,v3r
l0007,23,109601,,v5r
l0009,1,109603,,v1r
l0010,31,109604,,v6r
l0021,0,109615,,v1r
l0024,3,109619,,v3r
l0025,117,109620,,v3d
l0025_2,,109620,,v3d
l0030,1,109625,,v1r
l0044,1,109641,,v1r
l0054,1,109652,,v1r
l0061,146,109661,,v3r
l0061_2,147,109661,,v3r
l0062,0,109662,,v1r
l0068,105,109668,,v5r
l0074,1,109675,,v1r
l0074_2,1,109675,,v1r
l0074_3,1,109675,,v1r
l0074_4,1,109675,,v1r
l0074_5,98,109675,,v1r
l0074_6,98,109675,,v1r
l0080,0,109684,,v2r
l0080_sc,3,109685,,v3r
l0090,0,109695,,v1r
l0091,1,109696,,v1r
l0100,1,109705,,v1r
l0103,1,109710,,v1r
l0111,28,109718,,v3r
l0115,3,109722,,v3r
l0122,1,109729,,v1r
l0124,3,109731,,v3r
l0128,1,109737,,v1r
l0146,131,109762,,v3d
l0151,0,109767,,v1r
l0151_2,0,109767,,v1r
l0154,0,109771,,v1r
l0156,0,109773,,v1r
l0157,146,109774,,v3r
l0157_2,122,109774,,v3r
l0157_3,36,109774,,v3r
l0166,1,109785,,v1r
l0182,1,109803,,v1r
l0191,1,109815,,v1r
l0196,1,109820,,v1r
l0203,31,109828,,v6r
l0205,23,109830,,v5r
l0206,45,109831,,v2r
l0228,1,109863,,v1r
l0233,1,109868,,v1r
l0260,3,109901,,v3r
l0262,1,109903,,v1r
l0265,3,109906,,v3r
l0269,37,109910,,v4r
l0280,0,109922,,v1r
l0284,1,109929,,v1r
l0289,1,109935,,v1r
l0294,17,109941,,v4r
l0294_2,18,109941,,v4r
l0313,1,109960,,v1r
l0320,17,109968,,v4r
l0320_2,18,109968,,v4r
l0323,0,109971,,v1r
l0331,3,109979,,v3r
l0333,1,109981,,v1r
l0342,11,109990,,v3r
l0352,0,110005,,v1r
l0356,0,110012,,v1r
l0361,0,110020,,v1r
l0365,1,110024,,v1r
l0366,1,110025,,v1r
l0373,1,110032,,v1r
l0383,1,110043,,v1r
l0388,1,110049,,v1r
l0402,1,110067,,v1r
l0411,1,110078,,v1r
l0415,0,110083,,v1r
l0416,39,110085,,v3r
l0416_2,1,110084,,v1r
l0416_3,332,110084,,v1r
l0416_4,,110084,,v1r
l0446,1,110117,,v1r
l0461,1,110133,,v1r
l0463,0,110135,,v1r
l0470,37,110142,,v4r
l0493,0,110174,,v1r
l0495,1,110176,,v1r
l0496,118,110177,,v3r
l0502,1,110184,,v1r
l0513,0,110196,,v1r
l0516,17,110199,,v4r
l0516_2,18,110199,,v4r
l0521,1,110205,,v1r
l0525,72,110209,,v1d
l0529,0,110213,,v2r
l0529_sc,3,110214,,v3r
l0541,1,110229,,v1r
l0550,0,110238,,v2r
l0593,1,110292,,v1r
l0637,0,110339,,v1r
l0638,1,110340,,v1r
l0638_2,1,110340,,v1r
l0646,1,110349,,v1r
l0684,1,110392,,v1r
l0684_2,1,110392,,v1r
l0691,279,110403,,v2r
l0691_2,279,110403,,v2r
l0693,72,110405,,v1d
l0697,1,110409,,v1r
l0711,1,110426,,v1r
l0711_2,1,110426,,v1r
l0715,26,110433,,v2r
l0722,0,110441,,v1r
l0727,72,110446,,v1d
l0731,3,110451,,v3r
l0748,72,110474,,v1d
l0753,1,110481,,v1r
l0756,17,110484,,v4r
l0756_2,18,110484,,v4r
l0756_3,17,110484,,v4r
l0756_4,18,110484,,v4r
l0788,1,110517,,v1r
l0792,1,110521,,v1r
l0792_2,322,110521,,v1r
l0792_3,323,110522,,v4r
l0799,0,110532,,v1r
l0818,1,110558,,v1r
l0818_2,1,110558,,v1r
l0818_3,188,110558,,v1r
l0820,59,110560,,v3r
l0820_2,300,110560,,v3r
l0821,16,110561,,v3r
l0821_2,288,110561,,v3r
l0835,17,110575,,v4r
l0835_2,18,110575,,v4r
l0841,120,110582,,v3r
l0845,289,110586,,v3r
l0845_2,406,110586,,v3r
l0849,407,110590,,v3r
l0849_2,408,110590,,v3r
l0849_3,64,110590,,v3r
l0855,1,110597,,v1r
l0863,0,110605,,v1r
l0867,17,110609,,v4r
l0867_2,18,110609,,v4r
l0878,23,110620,,v5r
l0880,31,110622,,v6r
l0881,45,110623,,v2r
l0881_sc,290,110624,,v3r
l0881_sc_2,233,110624,,v3r
l0887,1,110631,,v1r
l0888,131,110632,,v3d
l0894,1,110638,,v1r
l0894_2,1,110638,,v1r
l0894_3,188,110638,,v1r
l0916,1,110661,,v1r
l0917,1,110663,,v1r
l0927,3,110675,,v3r
l0937,0,110685,,v1r
l0940,0,110688,,v2r
l0940_sc,3,110689,,v3r
l0942,0,110691,,v1r
l0964,0,110719,,v1r
l0965,1,110720,,v1r
l0974,1,110730,,v1r
l0976,0,110732,,v1r
l0995,1,110756,,v1r
l1007,0,110767,,v1r
l1017,0,110780,,v1r
l1019,0,110782,,v1r
l1021,3,110784,,v3r
l1028,0,110791,,v1r
l1041,72,110804,,v1d
l1042,409,110806,,v3r
l1051,1,110817,,v1r
l1065,1,110832,,v1r
l1075,41,110846,,v2r
l1085,1,110858,,v1r
l1094,0,110867,,v1r
l1106,0,110880,,v1r
l1111,1,110887,,v1r
l1122,0,110899,,v1r
l1125,0,110903,,v1r
l1126,1,110905,,v1r
l1131,1,110910,,v1r
l1147,12,110927,,v1d
l1153,1,110934,,v1r
l1157,28,110939,,v3r
l1161,16,110944,,v3r
l1161_2,68,110943,,v2r
l1178,1,110962,,v1r
l1183,1,110967,,v1r
l1185,21,110969,,v3r
l1198,37,110990,,v4r
l1199,12,110991,,v1d
l1203,0,110996,,v1r
l1203_2,0,110996,,v1r
l1205,0,110998,,v2r
l1219,1,111013,,v1r
l1232,1,111029,,v1r
l1240,3,111037,,v3r
l1243,0,111041,,v1r
l1244,1,111042,,v1r
l1247,0,111045,,v1r
l1252,1,111050,,v1r
l1255,1,111054,,v1r
l1255_2,1,111054,,v1r
l1255_3,127,111054,,v1r
l1280,0,111083,,v1r
l1280_2,1,111083,,v1r
l1280_3,12,111083,,v1r
l1280_4,12,111082,,v1d
l1280_5,277,110534,,n3
l1280_6,,111083,,v1r
l1297,11,111101,,v3r
l1298,10,111102,,v2r
l8007,0,111103,,v1r
l8252,12,111106,,v1d
l9893,1,111134,,v1r
l9894,1,111135,,v1r
l9894_2,1,111135,,v1r
l9915,23,111158,,v5r
l9916,31,111159,,v6r
l9917,62,111160,,v3r
l9917_2,233,111160,,v3r
l9918,187,111161,,v3r
l9918_2,3,111161,,v3r
l9921,72,136218,,v1d
m0012,3,111178,,v3r
m0017,1,111184,,v1r
m0018,0,111185,,v2r
m0018_sc,3,111186,,v3r
m0018_sc_2,3,111186,,v3r
m0030,72,111199,,v1d
m0035,3,111205,,v3r
m0038,1,111208,,v1r
m0039,0,111209,,v1r
m0042,11,111212,,v3r
m0053,1,111223,,v1r
m0058,1,111228,,v1r
m0060,23,111230,,v5r
m0061,31,111231,,v6r
m0062,1,111232,,v1r
m0064,10,111234,,v2r
m0064_sc,11,111235,,v3r
m0065,1,111236,,v1r
m0077,10,111250,,v2r
m0077_2,0,111250,,v2r
m0080,1,66000,,v1r
m0083,0,111256,,v1r
m0105,1,111285,,v1r
m0105_2,1,111285,,v1r
m0122,1,111306,,v1r
m0122_2,1,111306,,v1r
m0122_3,98,111306,,v1r
m0150,0,111339,,v1r
m0158,1,111349,,v1r
m0168,31,111359,,v6r
m0168_2,31,111359,,v6r
m0170,105,111361,,v5r
m0187,1,111386,,v1r
m0206,410,111408,,v6r
m0213,1,111415,,v1r
m0230,0,111436,,v1r
m0252,0,111460,,v1r
m0252_2,1,111460,,v1r
m0252_3,1,111460,,v1r
m0252_4,98,111460,,v1r
m0260,1,111470,,v1r
m0261,34,111472,,v3r
m0269,1,111481,,v1r
m0273,338,111485,,v2r
m0279,1,111491,,v1r
m0283,29,111495,,v1r
m0291,1,111503,,v1r
m0291_2,1,111503,,v1r
m0291_3,98,111503,,v1r
m0305,1,111518,,v1r
m0309,1,111522,,v1r
m0313,23,111527,,v5r
m0314,31,111528,,v6r
m0317,59,111531,,v3r
m0319,0,111533,,v1r
m0330,72,111547,,v1d
m0333,72,111550,,v1d
m0334,0,111551,,v1r
m0358,72,111581,,v1d
m0371,10,111595,,v2r
m0371_sc,11,111596,,v3r
m0387,1,111615,,v1r
m0396,1,111628,,v1r
m0404,1,111638,,v1r
m0419,3,111655,,v3r
m0428,0,111665,,v1r
m0434,1,111673,,v1r
m0441,72,111680,,v1d
m0450,31,111690,,v6r
