flexeme_id,inflection_class,lila_id_lemma,hasInflectionType,gender
adjective-s1515_13470,adjective-0,124645,n6,
adjective-s1515_13471,adjective-0,124645,n6,
adjective-s1519_13472,adjective-0,124649,n6,
adjective-s1520_13473,adjective-0,124650,n6,
adjective-s1522_13474,adjective-2,124652,n7,
adjective-s1527_13475,adjective-0,124657,n6,
adjective-s1531_13476,adjective-0,124661,n6,
adjective-s1533_13477,adjective-2,124663,n7,
adjective-s1534_13478,adjective-0,124664,n6i,
adjective-s1534_13479,adjective-1,124664,n6i,
adjective-s1535_13480,adjective-2,124665,n7,
adjective-s1538_13481,adjective-25,124669,n71,
adjective-s1538_13482,adjective-26,124669,n71,
adjective-s1539_13483,adjective-2,124670,n7,
adjective-s1541_13484,adjective-0,124672,n6,
adjective-s1542_13485,adjective-2,124674,n7,
adjective-s1554_13486,adjective-0,124689,n6,
adjective-s1558_13487,adjective-2,124693,n7,
adjective-s1559_13488,adjective-0,124694,n6,
adjective-s1560_13489,adjective-0,124695,n6,
adjective-s1561_13490,adjective-0,124696,n6i,
adjective-s1561_13491,adjective-1,124696,n6i,
adjective-s1563_13492,adjective-0,124698,n6,
adjective-s1564_13493,adjective-0,124699,n6i,
adjective-s1564_13494,adjective-1,124699,n6i,
adjective-s1566_13495,adjective-0,124701,n6,
adjective-s1567_13496,adjective-0,124702,n6,
adjective-s1570_13497,adjective-0,124705,n6,
adjective-s1571_13498,adjective-0,124706,n6,
adjective-s1580_13499,adjective-2,124715,n7,
adjective-s1589_13500,adjective-4,124724,n6,
adjective-s1590_13501,adjective-2,124725,n7,
adjective-s1591_13502,adjective-0,124726,n6i,
adjective-s1591_13503,adjective-1,124726,n6i,
adjective-s1593_13504,adjective-0,124728,n6,
adjective-s1595_13505,adjective-0,124730,n6,
adjective-s1595_13506,adjective-4,124730,n6,
adjective-s1595_13507,adjective-0,124730,n6,
adjective-s1595_13508,adjective-1,124730,n6,
adjective-s1595_13509,adjective-20,124730,n6,
adjective-s1595_13510,adjective-4,124730,n6,
adjective-s1596_13511,adjective-0,124731,n6,
adjective-s1596_13512,adjective-0,124731,n6,
adjective-s1596_13513,adjective-0,124731,n6,
adjective-s1601_13514,adjective-0,124737,n6i,
adjective-s1601_13515,adjective-1,124737,n6i,
adjective-s1602_13516,adjective-0,124738,n6i,
adjective-s1602_13517,adjective-1,124738,n6i,
adjective-s1603_13518,adjective-0,124739,n6i,
adjective-s1603_13519,adjective-1,124739,n6i,
adjective-s1610_13520,adjective-2,124747,n7,
adjective-s1611_13521,adjective-0,124748,n6i,
adjective-s1611_13522,adjective-1,124748,n6i,
adjective-s1615_13523,adjective-0,124752,n6i,
adjective-s1615_13524,adjective-1,124752,n6i,
adjective-s1616_13525,adjective-10,124753,n6,
adjective-s1618_13526,adjective-2,124756,n7,
adjective-s1620_13527,adjective-0,124758,n6,
adjective-s1622_13528,adjective-0,124760,n6i,
adjective-s1622_13529,adjective-1,124760,n6i,
adjective-s1625_13530,adjective-8,124764,n71,
adjective-s1625_13531,adjective-9,124764,n71,
adjective-s1626_13532,adjective-8,124765,n71,
adjective-s1626_13533,adjective-9,124765,n71,
adjective-s1630_13534,adjective-0,124769,n6,
adjective-s1635_13535,adjective-0,124774,n6,
adjective-s1637_13536,adjective-0,124776,n6,
adjective-s1644_13537,adjective-0,124784,n6,
adjective-s1646_13538,adjective-0,124786,n6,
adjective-s1648_13539,adjective-0,124788,n6,
adjective-s1649_13540,adjective-0,124789,n6i,
adjective-s1649_13541,adjective-1,124789,n6i,
adjective-s1650_13542,adjective-0,124790,n6,
adjective-s1653_13543,adjective-2,124793,n7,
adjective-s1662_13544,adjective-0,124802,n6,
adjective-s1664_13545,adjective-21,124804,n7,
adjective-s1664_13546,adjective-2,124804,n7,
adjective-s1667_13547,adjective-8,124807,n71,
adjective-s1667_13548,adjective-9,124807,n71,
adjective-s1668_13549,adjective-0,124808,n6,
adjective-s1670_13550,adjective-0,124810,n6,
adjective-s1671_13551,adjective-10,124811,n6,
adjective-s1672_13552,adjective-0,124812,n6,
adjective-s1674_13553,adjective-0,124814,n6,
adjective-s1680_13554,adjective-0,124821,n6i,
adjective-s1680_13555,adjective-1,124821,n6i,
adjective-s1681_13556,adjective-0,124822,n6,
adjective-s1684_13557,adjective-0,124825,n6,
adjective-s1685_13558,adjective-44,124826,n7,
adjective-s1685_13559,adjective-2,124826,n7,
adjective-s1690_13560,adjective-0,124832,n6,
adjective-s1691_13561,adjective-0,124833,n6,
adjective-s1694_13562,adjective-0,124836,n6,
adjective-s1694_13563,adjective-1,124836,n6,
adjective-s1694_13564,adjective-0,124836,n6,
adjective-s1694_13565,adjective-1,124836,n6,
adjective-s1694_13566,adjective-0,124836,n6,
adjective-s1694_13567,adjective-1,124836,n6,
adjective-s1694_13568,adjective-0,124836,n6,
adjective-s1694_13569,adjective-0,124836,n6,
adjective-s1696_13570,adjective-2,124838,n7,
adjective-s1697_13571,adjective-0,124839,n6i,
adjective-s1697_13572,adjective-1,124839,n6i,
adjective-s1698_13573,adjective-25,124840,n71,
adjective-s1698_13574,adjective-26,124840,n71,
adjective-s1707_13575,adjective-0,124849,n6,
adjective-s1717_13576,adjective-2,124861,n7,
adjective-s1720_13577,adjective-0,124864,n6i,
adjective-s1720_13578,adjective-1,124864,n6i,
adjective-s1725_13579,adjective-0,124869,n6,
adjective-s1726_13580,adjective-0,124870,n6,
adjective-s1739_13581,adjective-0,124885,n6i,
adjective-s1739_13582,adjective-1,124885,n6i,
adjective-s1742_13583,adjective-2,124888,n7,
adjective-s1744_13584,adjective-0,124890,n6i,
adjective-s1744_13585,adjective-1,124890,n6i,
adjective-s1746_13586,adjective-0,124892,n6,
adjective-s1746_13587,adjective-0,124892,n6,
adjective-s1751_13588,adjective-11,124897,n6,
adjective-s1751_13589,adjective-10,124897,n6,
adjective-s1753_13590,adjective-0,hypolemma/77533,n6,
adjective-s1763_13591,adjective-0,124915,n6,
adjective-s1763_13592,adjective-0,124915,n6,
adjective-s1773_13593,adjective-2,124926,n7,
adjective-s1773_13594,adjective-2,124926,n7,
adjective-s1775_13595,adjective-0,124928,n6,
adjective-s1775_13596,adjective-0,124928,n6,
adjective-s1777_13597,adjective-0,124930,n6,
adjective-s1780_13598,adjective-0,124933,n6,
adjective-s1785_13599,adjective-0,124938,n6,
adjective-s1792_13600,adjective-0,124945,n6,
adjective-s1793_13601,adjective-10,124946,n6,
adjective-s1794_13602,adjective-10,124947,n6,
adjective-s1803_13603,adjective-0,124956,n6,
adjective-s1807_13604,adjective-0,124960,n6,
adjective-s1813_13605,adjective-2,124966,n7,
adjective-s1813_13606,adjective-2,124966,n7,
adjective-s1817_13607,adjective-0,124970,n6,
adjective-s1818_13608,adjective-0,124971,n6,
adjective-s1818_13609,adjective-0,124971,n6,
adjective-s1822_13610,adjective-0,124975,n6,
adjective-s1822_13611,adjective-0,124975,n6,
adjective-s1831_13612,adjective-0,124984,n6,
adjective-s1832_13613,adjective-0,124985,n6,
adjective-s1836_13614,adjective-0,124990,n6i,
adjective-s1836_13615,adjective-1,124990,n6i,
adjective-s1837_13616,adjective-0,124991,n6,
adjective-s1842_13617,adjective-0,124997,n6i,
adjective-s1842_13618,adjective-1,124997,n6i,
adjective-s1842_13619,adjective-0,124997,n6i,
adjective-s1842_13620,adjective-1,124997,n6i,
adjective-s1844_13621,adjective-0,124999,n6i,
adjective-s1844_13622,adjective-1,124999,n6i,
adjective-s1845_13623,adjective-2,125002,n7,
adjective-s1846_13624,adjective-2,125003,n7,
adjective-s1857_13625,adjective-12,125015,n71,
adjective-s1857_13626,adjective-13,125015,n71,
adjective-s1859_13627,adjective-2,125017,n7,
adjective-s1862_13628,adjective-0,125021,n6i,
adjective-s1862_13629,adjective-1,125021,n6i,
adjective-s1863_13630,adjective-2,125023,n7,
adjective-s1876_13631,adjective-2,125036,n7,
adjective-s1877_13632,adjective-0,125037,n6i,
adjective-s1877_13633,adjective-1,125037,n6i,
adjective-s1880_13634,adjective-0,125041,n6i,
adjective-s1880_13635,adjective-1,125041,n6i,
adjective-s1882_13636,adjective-0,125043,n6,
adjective-s1886_13637,adjective-2,125047,n7,
adjective-s1887_13638,adjective-0,125048,n6i,
adjective-s1887_13639,adjective-1,125048,n6i,
adjective-s1887_13640,adjective-0,125048,n6i,
adjective-s1887_13641,adjective-1,125048,n6i,
adjective-s1888_13642,adjective-0,125049,n6,
adjective-s1888_13643,adjective-0,125049,n6,
adjective-s1892_13644,adjective-2,125053,n7,
adjective-s1901_13645,adjective-0,125062,n6,
adjective-s1901_13646,adjective-0,125062,n6,
adjective-s1901_13647,adjective-0,125062,n6,
adjective-s1902_13648,adjective-10,125063,n6,
adjective-s1909_13649,adjective-0,125070,n6,
adjective-s1909_13650,adjective-0,125070,n6,
adjective-s1909_13651,adjective-0,125070,n6,
adjective-s1910_13652,adjective-0,125071,n6,
adjective-s1911_13653,adjective-0,125072,n6i,
adjective-s1911_13654,adjective-1,125072,n6i,
adjective-s1916_13655,adjective-0,125077,n6,
adjective-s1923_13656,adjective-8,125084,n71,
adjective-s1923_13657,adjective-9,125084,n71,
adjective-s1923_13658,adjective-8,125084,n71,
adjective-s1923_13659,adjective-9,125084,n71,
adjective-s1929_13660,adjective-0,125090,n6,
adjective-s1929_13661,adjective-0,125090,n6,
adjective-s1930_13662,adjective-0,125091,n6i,
adjective-s1930_13663,adjective-1,125091,n6i,
adjective-s1931_13664,adjective-0,125092,n6,
adjective-s1938_13665,adjective-5,125099,n71,
adjective-s1938_13666,adjective-6,125099,n71,
adjective-s1941_13667,adjective-2,125103,n7,
adjective-s1941_13668,adjective-2,125103,n7,
adjective-s1943_13669,adjective-2,125105,n7,
adjective-s1947_13670,adjective-0,125109,n6,
adjective-s1948_13671,adjective-2,125110,n7,
adjective-s1952_13672,adjective-0,125114,n6i,
adjective-s1952_13673,adjective-1,125114,n6i,
adjective-s1954_13674,adjective-2,125116,n7,
adjective-s1956_13675,adjective-0,125118,n6,
adjective-s1958_13676,adjective-10,125120,n6,
adjective-s1959_13677,adjective-0,125121,n6,
adjective-s1960_13678,adjective-10,125122,n6,
adjective-s1962_13679,adjective-0,125125,n6,
adjective-s1965_13680,adjective-0,125128,n6,
adjective-s1965_13681,adjective-0,125128,n6,
adjective-s1966_13682,adjective-0,125129,n6,
adjective-s1968_13683,adjective-2,125131,n7,
adjective-s1969_13684,adjective-5,125132,n71,
adjective-s1969_13685,adjective-6,125132,n71,
adjective-s1971_13686,adjective-10,125134,n6,
adjective-s1972_13687,adjective-12,125135,n71,
adjective-s1972_13688,adjective-13,125135,n71,
adjective-s1972_13689,adjective-12,125135,n71,
adjective-s1972_13690,adjective-13,125135,n71,
adjective-s1974_13691,adjective-0,125137,n6i,
adjective-s1974_13692,adjective-1,125137,n6i,
adjective-s1978_13693,adjective-0,125142,n6,
adjective-s1979_13694,adjective-8,125143,n71,
adjective-s1979_13695,adjective-9,125143,n71,
adjective-s1980_13696,adjective-0,125144,n6,
adjective-s1981_13697,adjective-0,125145,n6,
adjective-s1986_13698,adjective-0,125152,n6,
adjective-s1986_13699,adjective-4,125152,n6,
adjective-s1995_13700,adjective-10,125163,n6,
adjective-s1997_13701,adjective-0,125165,n6,
adjective-s2000_13702,adjective-2,125170,n7,
adjective-s2012_13703,adjective-0,125183,n6,
adjective-s2013_13704,adjective-0,125184,n6,
adjective-s2014_13705,adjective-0,125185,n6,
adjective-s2017_13706,adjective-0,125189,n6,
adjective-s2020_13707,adjective-0,125192,n6,
adjective-s2022_13708,adjective-0,125194,n6,
adjective-s2026_13709,adjective-0,125198,n6,
adjective-s2028_13710,adjective-0,125202,n6i,
adjective-s2028_13711,adjective-1,125202,n6i,
adjective-s2032_13712,adjective-10,125207,n6,
adjective-s2033_13713,adjective-10,125208,n6,
adjective-s2035_13714,adjective-0,125210,n6,
adjective-s2035_13715,adjective-0,125210,n6,
adjective-s2039_13716,adjective-0,125215,n6,
adjective-s2040_13717,adjective-31,125216,n71,
adjective-s2040_13718,adjective-32,125216,n71,
adjective-s2040_13719,adjective-31,125216,n71,
adjective-s2040_13720,adjective-32,125216,n71,
adjective-s2040_13721,adjective-31,125216,n71,
adjective-s2040_13722,adjective-32,125216,n71,
adjective-s2042_13723,adjective-2,125218,n7,
adjective-s2049_13724,adjective-0,125225,n6,
adjective-s2056_13725,adjective-0,125232,n6,
adjective-s2057_13726,adjective-0,125233,n6i,
adjective-s2057_13727,adjective-1,125233,n6i,
adjective-s2065_13728,adjective-2,125241,n7,
adjective-s2068_13729,adjective-0,125244,n6i,
adjective-s2068_13730,adjective-1,125244,n6i,
adjective-s2070_13731,adjective-0,125247,n6,
adjective-s2078_13732,adjective-0,125257,n6,
adjective-s2082_13733,adjective-0,125261,n6i,
adjective-s2082_13734,adjective-1,125261,n6i,
adjective-s2082_13735,adjective-0,125261,n6i,
adjective-s2082_13736,adjective-1,125261,n6i,
adjective-s2089_13737,adjective-0,125270,n6,
adjective-s2093_13738,adjective-2,125274,n7,
adjective-s2097_13739,adjective-0,125278,n6,
adjective-s2100_13740,adjective-0,125281,n6,
adjective-s2100_13741,adjective-0,125281,n6,
adjective-s2106_13742,adjective-0,125287,n6,
adjective-s2107_13743,adjective-2,125288,n7,
adjective-s2113_13744,adjective-0,125294,n6,
adjective-s2117_13745,adjective-0,125298,n6,
adjective-s2121_13746,adjective-2,125302,n7,
adjective-s2122_13747,adjective-0,125303,n6,
adjective-s2124_13748,adjective-2,125305,n7,
adjective-s2127_13749,adjective-0,125309,n6,
adjective-s2129_13750,adjective-0,125311,n6i,
adjective-s2129_13751,adjective-1,125311,n6i,
adjective-s2131_13752,adjective-0,125313,n6,
adjective-s2139_13753,adjective-0,125324,n6,
adjective-s2140_13754,adjective-2,125325,n7,
adjective-s2144_13755,adjective-0,125329,n6,
adjective-s2145_13756,adjective-5,125330,n71,
adjective-s2145_13757,adjective-6,125330,n71,
adjective-s2152_13758,adjective-0,125339,n6,
adjective-s2155_13759,adjective-2,125342,n7,
adjective-s2161_13760,adjective-18,125348,n71,
adjective-s2161_13761,adjective-19,125348,n71,
adjective-s2168_13762,adjective-0,125355,n6,
adjective-s2168_13763,adjective-0,125355,n6,
adjective-s2178_13764,adjective-0,125366,n6,
adjective-s2179_13765,adjective-10,125367,n6,
adjective-s2184_13766,adjective-0,125372,n6,
adjective-s2186_13767,adjective-2,125375,n7,
adjective-s2189_13768,adjective-0,125378,n6,
adjective-s2190_13769,adjective-10,125379,n6,
adjective-s2191_13770,adjective-10,125380,n6,
adjective-s2193_13771,adjective-0,125382,n6,
adjective-s2194_13772,adjective-0,125383,n6,
adjective-s2200_13773,adjective-0,125389,n6,
adjective-s2203_13774,adjective-0,125394,n6,
adjective-s2205_13775,adjective-2,125396,n7,
adjective-s2213_13776,adjective-2,125404,n7,
adjective-s2213_13777,adjective-2,125404,n7,
adjective-s2220_13778,adjective-0,125412,n6,
adjective-s2224_13779,adjective-0,125416,n6,
adjective-s2232_13780,adjective-0,125424,n6,
adjective-s2234_13781,adjective-0,125426,n6,
adjective-s2236_13782,adjective-10,125428,n6,
adjective-s2237_13783,adjective-0,125429,n6,
adjective-s2237_13784,adjective-0,125429,n6,
adjective-s2238_13785,adjective-0,125430,n6,
adjective-s2239_13786,adjective-0,125431,n6,
adjective-s2240_13787,adjective-0,125432,n6,
adjective-s2245_13788,adjective-0,125437,n6,
adjective-s2256_13789,adjective-0,125451,n6,
adjective-s2256_13790,adjective-0,125451,n6,
adjective-s2259_13791,adjective-0,125454,n6,
adjective-s2261_13792,adjective-0,125456,n6,
adjective-s2261_13793,adjective-1,125456,n6,
adjective-s2261_13794,adjective-20,125456,n6,
adjective-s2261_13795,adjective-4,125456,n6,
adjective-s2261_13796,adjective-0,125456,n6,
adjective-s2261_13797,adjective-1,125456,n6,
adjective-s2261_13798,adjective-0,125456,n6,
adjective-s2261_13799,adjective-0,125456,n6,
adjective-s2261_13800,adjective-1,125456,n6,
adjective-s2261_13801,adjective-20,125456,n6,
adjective-s2261_13802,adjective-4,125456,n6,
adjective-s2267_13803,adjective-0,125462,n6,
adjective-s2267_13804,adjective-0,125462,n6,
adjective-s2272_13805,adjective-0,125467,n6i,
adjective-s2272_13806,adjective-1,125467,n6i,
adjective-s2279_13807,adjective-2,125474,n7,
adjective-s2280_13808,adjective-0,125475,n6,
adjective-s2281_13809,adjective-0,125476,n6,
adjective-s2284_13810,adjective-0,125479,n6i,
adjective-s2284_13811,adjective-1,125479,n6i,
adjective-s2290_13812,adjective-0,125485,n6,
adjective-s2293_13813,adjective-0,125488,n6,
adjective-s2294_13814,adjective-0,125489,n6,
adjective-s2295_13815,adjective-10,125490,n6,
adjective-s2297_13816,adjective-10,125492,n6,
adjective-s2299_13817,adjective-0,125494,n6,
adjective-s2302_13818,adjective-0,125497,n6,
adjective-s2303_13819,adjective-0,125498,n6,
adjective-s2303_13820,adjective-0,125498,n6,
adjective-s2307_13821,adjective-0,125503,n6,
adjective-s2308_13822,adjective-0,125504,n6i,
adjective-s2308_13823,adjective-1,125504,n6i,
adjective-s2311_13824,adjective-0,125509,n6,
adjective-s2316_13825,adjective-0,125515,n6,
adjective-s2321_13826,adjective-0,125520,n6,
adjective-s2325_13827,adjective-0,125525,n6,
adjective-s2326_13828,adjective-0,125526,n6,
adjective-s2327_13829,adjective-2,125527,n7,
adjective-s2328_13830,adjective-10,125528,n6,
adjective-s2329_13831,adjective-10,125529,n6,
adjective-s2330_13832,adjective-0,125530,n6,
adjective-s2330_13833,adjective-0,125530,n6,
adjective-s2332_13834,adjective-0,125532,n6,
adjective-s2340_13835,adjective-2,125540,n7,
adjective-s2344_13836,adjective-0,125544,n6i,
adjective-s2344_13837,adjective-1,125544,n6i,
adjective-s2352_13838,adjective-2,125555,n7,
adjective-s2353_13839,adjective-0,125556,n6,
adjective-s2356_13840,adjective-2,125560,n7,
adjective-s2358_13841,adjective-2,125562,n7,
adjective-s2360_13842,adjective-2,125564,n7,
adjective-s2361_13843,adjective-0,125565,n6,
adjective-s2361_13844,adjective-0,125565,n6,
adjective-s2363_13845,adjective-0,125567,n6,
adjective-s2369_13846,adjective-0,125574,n6,
adjective-s2372_13847,adjective-0,125577,n6,
adjective-s2373_13848,adjective-0,125578,n6,
adjective-s2374_13849,adjective-0,125579,n6,
adjective-s2375_13850,adjective-0,125580,n6i,
adjective-s2375_13851,adjective-1,125580,n6i,
adjective-s2382_13852,adjective-0,125587,n6,
adjective-s2384_13853,adjective-0,125589,n6i,
adjective-s2384_13854,adjective-1,125589,n6i,
adjective-s2392_13855,adjective-2,125598,n7,
adjective-s2393_13856,adjective-0,125599,n6i,
adjective-s2393_13857,adjective-1,125599,n6i,
adjective-s2394_13858,adjective-0,125600,n6,
adjective-s2394_13859,adjective-0,125600,n6,
adjective-s2397_13860,adjective-0,125603,n6i,
adjective-s2397_13861,adjective-1,125603,n6i,
adjective-s2406_13862,adjective-0,125615,n6,
adjective-s2411_13863,adjective-0,125620,n6,
adjective-s2416_13864,adjective-2,125626,n7,
adjective-s2418_13865,adjective-0,hypolemma/103412,n6,
adjective-s2419_13866,adjective-10,125629,n6,
adjective-s2420_13867,adjective-10,125630,n6,
adjective-s2421_13868,adjective-8,125631,n71,
adjective-s2421_13869,adjective-9,125631,n71,
adjective-s2421_13870,adjective-8,125631,n71,
adjective-s2421_13871,adjective-9,125631,n71,
adjective-s2436_13872,adjective-0,125647,n6i,
adjective-s2436_13873,adjective-1,125647,n6i,
adjective-s2436_13874,adjective-0,125647,n6i,
adjective-s2436_13875,adjective-1,125647,n6i,
adjective-s2438_13876,adjective-0,125649,n6,
adjective-s2440_13877,adjective-0,125651,n6,
adjective-s2444_13878,adjective-4,125655,n6,
adjective-s2449_13879,adjective-2,125661,n7,
adjective-s2449_13880,adjective-0,125660,n6,
adjective-s2451_13881,adjective-5,125663,n71,
adjective-s2451_13882,adjective-6,125663,n71,
adjective-s2463_13883,adjective-0,125677,n6,
adjective-s2469_13884,adjective-0,125684,n6,
adjective-s2472_13885,adjective-0,125687,n6i,
adjective-s2472_13886,adjective-1,125687,n6i,
adjective-s2475_13887,adjective-0,125690,n6,
adjective-s2477_13888,adjective-10,125692,n6,
adjective-s2485_13889,adjective-0,125701,n6,
adjective-s2488_13890,adjective-8,125704,n71,
adjective-s2488_13891,adjective-9,125704,n71,
adjective-s2495_13892,adjective-2,125712,n7,
adjective-s2496_13893,adjective-0,125713,n6i,
adjective-s2496_13894,adjective-1,125713,n6i,
adjective-s2498_13895,adjective-0,125715,n6,
adjective-s2501_13896,adjective-0,125718,n6,
adjective-s2504_13897,adjective-0,125721,n6,
adjective-s2510_13898,adjective-0,125728,n6,
adjective-s2513_13899,adjective-0,125731,n6,
adjective-s2518_13900,adjective-0,125736,n6i,
adjective-s2518_13901,adjective-1,125736,n6i,
adjective-s2518_13902,adjective-0,125736,n6i,
adjective-s2518_13903,adjective-1,125736,n6i,
adjective-s2519_13904,adjective-0,125737,n6,
adjective-s2528_13905,adjective-0,125746,n6,
adjective-s2530_13906,adjective-0,125748,n6,
adjective-s2534_13907,adjective-0,125752,n6,
adjective-s2535_13908,adjective-0,125753,n6,
adjective-s2537_13909,adjective-0,125756,n6,
adjective-s2549_13910,adjective-0,125770,n6,
adjective-s2551_13911,adjective-0,125772,n6,
adjective-s2552_13912,adjective-0,125775,n6,
adjective-s2554_13913,adjective-0,125777,n6i,
adjective-s2554_13914,adjective-1,125777,n6i,
adjective-s2555_13915,adjective-0,125778,n6i,
adjective-s2555_13916,adjective-1,125778,n6i,
adjective-s2558_13917,adjective-0,125781,n6,
adjective-s2560_13918,adjective-2,125783,n7,
adjective-s2566_13919,adjective-0,125789,n6,
adjective-s2568_13920,adjective-4,125791,n6,
adjective-s2574_13921,adjective-0,125797,n6,
adjective-s2578_13922,adjective-0,125804,n6i,
adjective-s2578_13923,adjective-1,125804,n6i,
adjective-s2584_13924,adjective-0,125810,n6,
adjective-s2584_13925,adjective-3,125810,n6,
adjective-s2595_13926,adjective-0,125821,n6,
adjective-s2601_13927,adjective-0,125828,n6,
adjective-s2610_13928,adjective-0,125837,n6,
adjective-s2610_13929,adjective-0,125837,n6,
adjective-s2620_13930,adjective-0,125847,n6,
adjective-s2622_13931,adjective-0,125849,n6,
adjective-s2622_13932,adjective-0,125849,n6,
adjective-s2631_13933,adjective-0,125859,n6,
adjective-s2631_13934,adjective-0,125859,n6,
adjective-s2633_13935,adjective-2,125861,n7,
adjective-s2636_13936,adjective-0,125864,n6i,
adjective-s2636_13937,adjective-1,125864,n6i,
adjective-s2641_13938,adjective-0,125869,n6,
adjective-s2644_13939,adjective-0,125872,n6,
adjective-s2651_13940,adjective-0,125879,n6,
adjective-s2658_13941,adjective-0,125888,n6,
adjective-s2662_13942,adjective-0,125892,n6,
adjective-s2664_13943,adjective-0,125895,n6,
adjective-s2665_13944,adjective-0,125896,n6,
adjective-s2670_13945,adjective-0,125901,n6,
adjective-s2672_13946,adjective-0,125903,n6,
adjective-s2674_13947,adjective-0,125905,n6i,
adjective-s2674_13948,adjective-1,125905,n6i,
adjective-s2676_13949,adjective-0,125907,n6,
adjective-s2676_13950,adjective-0,125907,n6,
adjective-s2680_13951,adjective-0,125911,n6,
adjective-s2682_13952,adjective-0,125913,n6,
adjective-s2686_13953,adjective-0,125918,n6,
adjective-s2690_13954,adjective-0,125922,n6,
adjective-s2690_13955,adjective-0,125922,n6,
adjective-s2691_13956,adjective-0,125923,n6,
adjective-s2693_13957,adjective-0,125925,n6,
adjective-s2696_13958,adjective-2,125929,n7,
adjective-s2699_13959,adjective-0,125932,n6i,
adjective-s2699_13960,adjective-1,125932,n6i,
adjective-s2702_13961,adjective-0,125937,n6i,
adjective-s2702_13962,adjective-1,125937,n6i,
adjective-s2704_13963,adjective-0,125940,n6,
adjective-s2705_13964,adjective-0,125941,n6,
adjective-s2706_13965,adjective-0,125942,n6,
adjective-s2708_13966,adjective-8,125944,n71,
adjective-s2708_13967,adjective-9,125944,n71,
adjective-s2710_13968,adjective-0,125946,n6,
adjective-s2711_13969,adjective-2,125947,n7,
adjective-s2716_13970,adjective-0,125953,n6,
adjective-s2720_13971,adjective-0,125957,n6,
adjective-s2722_13972,adjective-7,125959,n72,
adjective-s2723_13973,adjective-0,125960,n6,
adjective-s2728_13974,adjective-8,125965,n71,
adjective-s2728_13975,adjective-9,125965,n71,
adjective-s2730_13976,adjective-0,125967,n6,
adjective-s2730_13977,adjective-0,125967,n6,
adjective-s2732_13978,adjective-0,125969,n6,
adjective-s2733_13979,adjective-2,125970,n7,
adjective-s2735_13980,adjective-2,125973,n7,
adjective-s2736_13981,adjective-8,125974,n71,
adjective-s2736_13982,adjective-9,125974,n71,
adjective-s2738_13983,adjective-0,125976,n6,
adjective-s2739_13984,adjective-0,125977,n6,
adjective-s2740_13985,adjective-0,125978,n6,
adjective-s2741_13986,adjective-0,125979,n6,
adjective-s2743_13987,adjective-0,125981,n6,
adjective-s2744_13988,adjective-0,125982,n6,
adjective-s2747_13989,adjective-0,125985,n6,
adjective-s2748_13990,adjective-0,125986,n6,
adjective-s2749_13991,adjective-0,125987,n6,
adjective-s2752_13992,adjective-0,125990,n6,
adjective-s2753_13993,adjective-2,125991,n7,
adjective-s2757_13994,adjective-10,125995,n6,
adjective-s2766_13995,adjective-0,126004,n6,
adjective-s2773_13996,adjective-2,126011,n7,
adjective-s2775_13997,adjective-2,126013,n7,
adjective-s2775_13998,adjective-2,126013,n7,
adjective-s2775_13999,adjective-2,126013,n7,
adjective-s2775_14000,adjective-2,126013,n7,
adjective-s2775_14001,adjective-2,126013,n7,
adjective-s2775_14002,adjective-2,126013,n7,
adjective-s2776_14003,adjective-0,126014,n6,
adjective-s2776_14004,adjective-0,126014,n6,
adjective-s2777_14005,adjective-0,126015,n6,
adjective-s2778_14006,adjective-0,126016,n6,
adjective-s2779_14007,adjective-0,126017,n6,
adjective-s2782_14008,adjective-0,126020,n6,
adjective-s2785_14009,adjective-0,126023,n6i,
adjective-s2785_14010,adjective-1,126023,n6i,
adjective-s2786_14011,adjective-0,126024,n6,
adjective-s2787_14012,adjective-2,126025,n7,
adjective-s2789_14013,adjective-0,126027,n6,
adjective-s2793_14014,adjective-25,126031,n71,
adjective-s2793_14015,adjective-26,126031,n71,
adjective-s2794_14016,adjective-0,126032,n6,
adjective-s2795_14017,adjective-0,126033,n6,
adjective-s2796_14018,adjective-0,126034,n6,
adjective-s2797_14019,adjective-0,126035,n6,
adjective-s2798_14020,adjective-0,126036,n6,
adjective-s2803_14021,adjective-0,126041,n6,
adjective-s2806_14022,adjective-2,126044,n7,
adjective-s2810_14023,adjective-2,126048,n7,
adjective-s2813_14024,adjective-2,126052,n7,
adjective-s2813_14025,adjective-16,126051,n71,
adjective-s2813_14026,adjective-17,126051,n71,
adjective-s2814_14027,adjective-2,126053,n7,
adjective-s2817_14028,adjective-0,126056,n6i,
adjective-s2817_14029,adjective-1,126056,n6i,
adjective-s2818_14030,adjective-0,126057,n6,
adjective-s2821_14031,adjective-0,126060,n6i,
adjective-s2821_14032,adjective-1,126060,n6i,
adjective-s2821_14033,adjective-0,126060,n6i,
adjective-s2821_14034,adjective-1,126060,n6i,
adjective-s2823_14035,adjective-0,126062,n6,
adjective-s2827_14036,adjective-0,126066,n6,
adjective-s2831_14037,adjective-8,126071,n71,
adjective-s2831_14038,adjective-9,126071,n71,
adjective-s2833_14039,adjective-0,126073,n6,
adjective-s2837_14040,adjective-0,126077,n6i,
adjective-s2837_14041,adjective-1,126077,n6i,
adjective-s2840_14042,adjective-2,126080,n7,
adjective-s2842_14043,adjective-0,126083,n6,
adjective-s2846_14044,adjective-0,126087,n6,
adjective-s2849_14045,adjective-0,126091,n6,
